Job Title,Salary Estimate,Company Name,Location,Job Description,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue
Business Analyst,$300K - $500K (Employer est.),Urolime Technologies,"Wing, ND",-1,3.1,-1,-1,-1,-1,-1,-1
Business Analyst (Temp),$23.00 - $25.00 Per Hour (Employer est.),Tower Legal Solutions4.6 ★,"New York, NY","Business Analyst (Entry-Level)

This is an excellent full-time temporary hybrid opportunity (strong possibility of going permanent) with a global consulting company.

Our client, an NYC-based legal and business services firm, is seeking consultants to join their team for an upcoming hybrid entry-level consulting position anticipated to begin immediately. The anticipated duration is long-term with a strong likelihood of going perm, working 40 hours per week. The ideal candidate would be proficient using Excel reviewing and analyzing financial information and extracting data. The project will take place remotely and at the client's offices (such that you must meet technical requirements for remote work and be available for in office 2 days per week). The position will pay a competitive rate PLUS overtime.

Requirements:
Strong Analytical, Organizational and Data Management skills including working with Excel.
Attention to detail.
Can work independently in a fast-paced setting.
Excellent communication skills.
Flexibility for additional hours/OT.
Bachelor's degree.

If you meet the above criteria, please reply to this posting with an updated resume in MS WORD FORMAT attached. We will reach out to you upon receipt to discuss the project details/ Tower registration process with you further.
Show Less
Report",4.6,51 to 200 Employees,2007,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
BI Analyst I,-1,Spectrum3.3 ★,"Maryland Heights, MO","Do you have a knack for identifying patterns and trends? Looking for a BI Analyst job that values insights from their data to use information to drive growth and success? If so, you’ll fit right in with Spectrum’s Business Intelligence team!

Spectrum maintains our 32 million customers by offering trailblazing products and services. Our goal is not only to exceed the expectations of our users, but our employees too! In today’s data-driven world, having access to accurate and timely information is crucial to stay competitive and relevant.

Spectrum’s Business Intelligence team plays a vital role in not only working towards the company’s goals but improving our decision making through insights and analysis of data. It’s a high-energy job that allows you to focus on all aspects of Spectrum: business and people! You’d be joining a competent team with quality expectations that values partnership, long-term career growth, and great work-life balance.

BE PART OF THE CONNECTION
As a BI Analyst I, is responsible for supporting and managing a program of business unit-focused initiatives designed to help business partners drive value from information. Contributes to Charter’s success by ensuring business needs and goals are realized through analysis and reporting activities of the Business Intelligence Group. Responsible for supporting the Manager of Business Intelligence to empower Charter business leaders with concise, high-quality information, helping them leverage it to identify and address business opportunities and threats. Provides consultation on the interpretation of data to various business partners throughout the organization. Come join our team and help us drive success through data!

WHAT OUR BUSINESS ANALYSTS ENJOY MOST
Actively and consistently supporting all efforts to simplify and enhance the customer experience.
Communicating data nuances and insights to all levels of the company in a clear and concise manner.
Instilling best practices and support users at all levels of the organization in leveraging BI capabilities for accurate reporting and analysis.
Collaborating closely with business partners to gather detailed business requirements that includes identification and mapping of source system data, and rules for data cleansing, integration and validation.
Creating report mock ups based on requirements and coordinate with technical team to finalize designs.
Understanding data elements in the warehouse at a fine grain to support any form of user needs from research to adhoc querying to managing large information projects.
Interacting with senior management or executive level customers and provide support as needed.
Documenting, presenting and recommending solutions for handling data anomalies and issues.
Maintaining metadata dictionaries and report definitions.
Working with cross functional teams to ensure alignment in business needs, timelines and department standards.
Creating test plans and scenarios and conduct testing to ensure quality and requirements traceability to final deliverable.

WHAT YOU’LL BRING TO SPECTRUM

Required Qualifications
Relevant technical or business work experience - 0.5+ years
Ability to read, write, speak and understand English
Demonstrated communication skills both written and verbal
Prior experience and passion for leveraging data to drive business impact
Beginner to intermediate statistical knowledge
Beginner to intermediate SQL skills
Ability to speak to large groups with good presentation skills
Ability to perform critical thinking in the area of data analysis with intermediate analytical skills
Proven team and relationship building skills
High attention to detail and quality
Ability to prioritize and organize effectively and manage multiple projects/assignments
Ability to perform in a fast-paced environment
Ability to understand complex business processes, rules and gain business acumen

Required Education
Bachelor’s degree or foreign equivalent in Economics, Mathematics, or Business Administration or relevant experience

Preferred Qualifications
Experience with Teradata and/or other MPP data warehouse platforms
Experience with Tableau and/or MicroStrategy
Familiarity with BI Data Modeling concepts such as Star/Snowflake Schema, Dimensions and Facts

Working Conditions
Onsite 5 days

SPECTRUM CONNECTS YOU TO MORE
Dynamic Growth: The growth of our industry and evolving technology powers our employees’ careers as they move up or around the company
Supportive Teams: Who you are matters here. And, we aim to foster an inclusive workplace where every person is empowered to bring their best ideas
Learning Culture: With a focus on training and development, employees can have confidence that day one is truly just the beginning of a dynamic career
Total Rewards: See all the ways we invest in you—at work and in life

Apply now, connect a friend to this opportunity or sign up for job alerts!

BBL316 2023-18231 2023

Here, employees don’t just have jobs, they build careers. That’s why we believe in offering a comprehensive pay and benefits package that rewards employees for their contributions to our success, supports all aspects of their well-being, and delivers real value at every stage of life.

A qualified applicant’s criminal history, if any, will be considered in a manner consistent with applicable laws, including local ordinances.

Get to Know Us Charter Communications is known in the United States by our Spectrum brands, including: Spectrum Internet®, TV, Mobile and Voice, Spectrum Networks, Spectrum Enterprise and Spectrum Reach. When you join us, you’re joining a strong community of more than 93,000 individuals working together to serve more than 32 million customers in 41 states and keep them connected to what matters most. Watch this video to learn more.

Who You Are Matters Here We’re committed to growing a workforce that reflects our communities, and providing equal opportunities for employment and advancement. EOE, including disability/vets. Learn about our inclusive culture.
Start your job application: click Apply Now
Show Less
Report",3.3,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)
D365 Business Analyst,$70K - $90K (Employer est.),UST Xpanxion3.9 ★,Remote,"D365 Business Analyst
Job Description
FLSA Status: Exempt
Location: Remote. Occasional onsite travel to Houston, TX.
Position Summary
The D365 Business Analyst role requires a strong knowledge of agile software development, along with strong organizational and communication skills. Key factors for this position include an ability to quickly understand high level business needs and translate those needs to technical teams. It also requires solid leadership and client relationship skills, as this individual will be representing the team to the customer.
Essential Duties & Responsibilities
To perform this job successfully, an individual must be able to perform the following satisfactorily.
Supporting and documenting the D365 requirements and solution approach (Azure DevOps).
Documenting process walk-throughs with the functional lead (Azure DevOps).
Documenting the functional gaps for the current solution and roadmap (Azure DevOps).
Documenting of current and future state business processes and the design of future state processes to support SOW and approved requirements (Azure DevOps).
Create test scripts for Dynamics 365 processes and training support.
Other duties may be assigned.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Qualifications
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Education / Experience
Bachelor’s degree or Associate’s degree in Business or related field or equivalent experience
4+ years of industry and/or consulting experience
4+ years' experience of Microsoft Dynamics F&O and technical architecture
Technical Skills
Experience working with MS Visio and other MS Office Suite
Experience with Azure DevOps and D365
Strong customer interpersonal skills
Basic Leadership skills
Skills & Abilities
Strong verbal and written communication skills.
Solid Professional services/customer services skills.
Self-motivated, self-directed.
Proven ability to be prompt, dependable, trustworthy.
Ability to quickly understand relevant business knowledge.
Competencies
To perform the job successfully, an individual should demonstrate the following.
Adaptability - Demonstrates persistence and overcomes obstacles. Measures self against standard of excellence. Recognizes and acts on opportunities. Sets and achieves challenging goals. Takes calculated risks to accomplish goals.
Communications - Exhibits good listening and comprehension. Expresses ideas and thoughts in written form. Expresses ideas and thoughts verbally. Keeps others adequately informed. Selects and uses appropriate communication methods.
Continuous Learning - Assesses own strengths and weaknesses. Pursues training and development opportunities. Seeks feedback to improve performance. Shares expertise with others. Strives to continuously build knowledge and skills
Customer Service - Displays courtesy and sensitivity. Manages difficult or emotional customer situations. Meets commitments. Responds promptly to customer needs. Solicits customer feedback to improve service.
Problem Solving - Develops alternative solutions. Gathers and analyzes information skillfully. Identifies problems in a timely manner. Resolves problems in early stages. Works well in group problem solving situations.
Teamwork - Balances team and individual responsibilities. Contributes to building a positive team spirit. Exhibits objectivity and openness to others' views. Gives and welcomes feedback. Puts success of team above own interests.
Supervisory Responsibilities
None
Entry Points
N/A
Work Environment
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Physical Demands
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Performs light work; exerting up to 25 pounds of force occasionally, or up to 15 pounds of force frequently, or a negligible amount of force constantly to move objects. While performing the responsibilities of the job, the employee is required to talk and hear. The employee is often required to sit and use their hands and fingers, to handle or feel. The employee is occasionally required to stand, walk, reach with arms and hands, climb or balance, and to stoop, kneel, crouch or crawl. Vision abilities required by this job include close vision.
Remote: $70,000-$90,000/year
The above job description is not intended to be an all-inclusive list of duties and standards of the position. Incumbents will follow any other instructions, and perform any other related duties, as assigned by their supervisor.
Xpanxion is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action employer, making decisions without regard to race, color, religion, creed, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class.
ijZtr6EuE4
Start your job application: click Easy Apply
Show Less
Report",3.9,10000+ Employees,1999,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
International Business Analyst,$65K - $75K (Employer est.),Dermalogica LLC3.5 ★,"Carson, CA","Are you ready to infuse your talent into the world of professional skincare? At Dermalogica, we're transforming lives by defining skincare worldwide, and we want you on our team.
As the leading professional skincare brand in over 100 countries, we're looking for a dynamic and experienced International Business Analyst to fuel our global growth. This isn't just another job – it's an opportunity to influence a brand's international strategy, uncover insightful market research, and pioneer innovative approaches to reach our global market. You'll find your work rewarding in our hands-on, vibrant, and results-driven environment.
This role is conveniently based at our corporate headquarters in Carson, CA, offering a flexible hybrid work structure.
Your Global Impact:
International Co-op Program: Manage and process co-op claims from documentation to approval, ensuring smooth communication with distributors.
Data Analysis: Unravel insights from distributor sales trajectories and evaluate the performance of key listings, innovations, and promotions.
Reporting: Hone your storytelling skills by preparing and submitting sales reports, updating Tableau reports, and reviewing monthly data on international sell-in and distributor sell-out.
International Distributor Support: Be the vital link between internal teams and international markets, ensuring distributor teams have access to necessary platforms and providing communication support.
Online Ordering System Support: Manage the international catalogue and SKUs, ensuring it is up-to-date.
Product Innovations & Global Promotions: Collate forecasts, follow up on lab samples, and coordinate shipping with the International Operations team.
Additional Responsibilities: Support business marketing intelligence, event planning, and strategic planning, and handle purchase orders and invoices.
Your Qualifications:
College degree required, preferably in finance or business analytics. Relevant experience will be considered in lieu of a degree.
1+ years' experience in business intelligence, ideally in the cosmetics industry.
Skincare industry background is a bonus.
Proficiency in Microsoft Office, including PowerPoint, Word, Excel, and other related software.
Your Skills:
Self-motivation and readiness to embrace change.
A high energy personality with a knack for taking initiative and a collaborative mindset.
Exceptional communication, problem-solving, strategic planning, and analytical skills.
Understanding of distributor relations and multicultural differences.
Strong attention to detail and consistent results.
Why Join Dermalogica?
Competitive Compensation: Expected base salary range of $65,000 to $75,000. The exact base salary is determined by various factors including experience, skills, education, and budget.
Bonus Plan: Eligibility for participation in the company's bonus plan, based on personal performance and company results.
Robust Benefits Package: Enjoy a comprehensive package including health benefits, life/accident/disability insurance, wellness programs, paid family leave, domestic partner benefits, education/training programs, monthly product allowances, annual fitness reimbursement, 401(k) matching, and more.
A Legacy of Success: Be part of a globally renowned brand committed to building on our legacy.
Innovation and Entrepreneurial Spirit: Bring your ideas to life in our entrepreneurial culture.
Backed by Unilever: Leverage resources and capabilities of one of the world's largest consumer goods companies.
Ready to Take Your Career Global? Apply now to join the global leader in skincare and seize the tremendous opportunities that await you. Don't miss out on this exciting opportunity – be the driving force behind our international success! All applications will be reviewed for consideration, and if your skills and experience align with the position, a member of our Human Resources team will contact you.
Dermalogica is an equal opportunity employer that embraces diversity, equity, and inclusion.
#LI-VT1 #LI-Hybrid
Apply Now: click Easy Apply
Show Less
Report",3.5,201 to 500 Employees,1986,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD)
Business Analyst,$30.00 Per Hour (Employer est.),Vastek Inc4.2 ★,"California City, CA","Hello,
Hope you all are doing great
We are looking for Business Analyst.
Please go through the job description.
Job Description
Learn business processes related to the complex accounting application
Gather business and technical requirements for application modifications and enhancements
Assist in the testing process through the development of test cases and data
Document business process and/or program changes
Works on multiple applications.
Develops innovative and creative output based on interpretation and analysis.
Provides design and documentation at an application or function capability level.
Support Senior BA and Project Manager in meeting team objectives,preparation of project estimates and plans.
Qualifications and Skills
Excellent Writing and Communication Skills.
Bachelor’s/Mater’degree in computer science, Information Management, or related field.
Thanks,
Job Types: Full-time, Contract
Salary: From $30.00 per hour
Schedule:
8 hour shift
Monday to Friday
Experience:
SQL: 1 year (Preferred)
Work Location: On the road
Show Less
Report",4.2,201 to 500 Employees,2015,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$25 to $100 million (USD)
Business Analyst,$50.00 - $55.00 Per Hour (Employer est.),Vertex IT Systems4.0 ★,Remote,"Vertex IT Systems is looking for highly motivated and skilled Business Analyst to join our team. As a Business Analyst, you will play a crucial role in understanding critical business flows, collaborating with subject matter experts (SMEs), and translating business requirements into technical specifications. You will be responsible for ensuring accurate and comprehensive requirement definitions to support the development and implementation of various projects.
Job Responsibilities:
Demonstrate a strong grasping power to comprehend complex business flows and actively engage with SMEs to facilitate requirement discussions.
Translate business requirements into clear and concise technical specifications, ensuring alignment with project objectives and stakeholders' needs.
Possess knowledge and familiarity with iPipeline Life Insurance applications, utilizing this expertise to enhance the effectiveness of requirement analysis and solution design.
Exhibit excellent communication skills to effectively interact with both business stakeholders and third-party vendors. Proactively challenge and validate requirements to ensure their feasibility and alignment with project goals.
Leverage testing experience to contribute to quality assurance activities, including test planning, test case development, and test execution to ensure solutions meet the defined requirements.
Demonstrate proficiency in API understanding and integration concepts, collaborating with technical teams to ensure smooth and efficient system integrations.
Job Skills/Qualification Requirements:
Bachelor's degree in Business Administration, Computer Science, or a related field.
Proven experience of 5 years as a Business Analyst or similar role, preferably in the insurance industry.
Strong analytical skills and the ability to understand complex business processes.
Familiarity with iPipeline Life Insurance applications and related industry standards.
Excellent written and verbal communication skills to effectively collaborate with stakeholders at all levels.
Solid understanding of testing methodologies and experience in test planning and execution.
Proficiency in API understanding and integration principles.
Detail-oriented with strong organizational and problem-solving abilities.
Job Type: Contract
Pay: $50.00 - $55.00 per hour
Experience level:
7 years
Experience:
Business Analysts: 6 years (Required)
API: 5 years (Preferred)
Work Location: Remote
Show Less
Report",4.0,51 to 200 Employees,-1,Unknown,-1,-1,Unknown / Non-Applicable
IAM Business Analyst,$55K - $130K (Employer est.),TalentMovers4.5 ★,"Rancho Cucamonga, CA","Job Title: IAM Business Analyst
Location: Rancho Cucamonga, CA – Onsite Role
Duration: Long Term Project
Cost: on W2
Salary: Full time Plus Benefits
Job Title
IAM Business Analyst
Relevant Experience Years
5+ years in Identity and Access Management technologies; 3+ years in SSO, authentication, MFA integration of applications for Customer and Workforce access management use cases
Tools
Okta
MS Excel, CSV (Expert)
Perl, Python, PowerShell, Unix/Linux Shell Scripting
User Directories/AD/LDAP, RDBMS/SQL
Application Identity and Access control
Skills
Good experience along with strong process and technical knowledge working in IAM technology projects covering Authentication, SSO, Authorization, Role Based Access Control (RBAC), Least Privilege, Privileged Access, Segregation of Duty (SOD)
Strong knowledge and experience with best practices, processes, personas, use cases for customer identity and access management
Experience and knowledge on Okta
Strong communication and writing skills with the ability to develop client-ready technical and business-oriented documentation
Familiarity with adjacent tools and technologies like HRMS, Active Directory, ITSM/Ticketing systems, SIEM, Cloud, SaaS, Web Applications, etc.
Experience in tracking and managing requirements change and conducting change impact assessment
Should be methodical with attention to details
Skilled in coordinating and communicating with other teams to manage dependencies on other teams and stakeholders
Skilled in anticipating problems and roadblocks, tracking them and effectively communicating them
Excellent communication skills
Excellent client facing and presentation skills.
Ability to work under fixed timelines and meet deadlines
Roles & Responsibilities
Business analysis planning and activities to identify relevant stakeholders, apply appropriate techniques and processes to gather, manage and track requirements, changes and provide constant assessment of progress
Interface with business and technical stakeholders to understand and document customer identity and access requirements, business processes, compliance needs, use cases and exception/edge cases
Gather and analyze application's identity, authentication, authorization data, apply checks and validation to confirm accuracy, consistency and usablity of data
Work closely with Okta Architects, Okta developers and customer business and application stakeholders to plan phase-wise Okta customer IAM Setup and Integration activities
Conduct cross-functional discovery and solution workshops with both business and technical teams for customer identity and access solution that accurately reflect the organization's business, IT and compliance needs
Communicate with stakeholders and help them understand different implementation options, provide guidance on pros and cons at business and technical level
Manage and maintain on-going discovery and inventory of user accounts, applications, use cases, authorizations, privileged access and roles
Coordinate and work with internal Infrastructure, Application, Business teams and external third party teams for Okta integrations
Prepare and manage documention on requirements, use cases and processes for customer identity and access managment
Thank You,
Saif
Recruitment Executive
TalentMovers, Inc.
Cell # (650)-844-9900
Job Types: Full-time, Contract
Salary: $54,576.25 - $130,125.78 per year
Experience level:
5 years
Schedule:
8 hour shift
Ability to commute/relocate:
Rancho Cucamonga, CA 91701: Reliably commute or planning to relocate before starting work (Required)
Experience:
SSO: 3 years (Required)
MFA: 2 years (Required)
Identity & access management: 5 years (Required)
Work Location: In person
Show Less
Report",4.5,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Applications Business Analyst,$72K - $99K (Glassdoor est.),Brink's Incorporated3.3 ★,"Coppell, TX","Posted Date: Jun 28, 2023
Employment Type: Full Time
Pay Range:
(Minimum to mid pay range specific to NY, CA, CO, WA)
71,000.00 - 88,800.00 Annual
Brinks Texas License #C00550
#LI-Remote
The Brink’s name is a promise to respect the trust we’ve earned in over 150 years in business. Every employee honors that promise by offering the highest levels of service and support to our customers. We take pride in our work, and we share a passion about our future. Learn why so many people have made the choice to join our team – and stay here.
Job Title
Applications Business Analyst
Job Description
Summary:
The Applications Business Analyst role is for someone eager to learn and grow with the global ATM managed services business, and to become a Subject Matter Expert within Brink’s. This role will coordinate with external customers, internal customers, third party vendors and with various Brink’s departments. This includes identifying requirements, documenting scope, supporting integration development and QA, and acting as a technical lead internally and for customers.
The successful candidate must be able to work independently and multi-task for engagement across multiple projects simultaneously. We are looking for a self-starter with a bias for action who is eager to become an expert within Brink’s in an expanding area of the business, providing a significant impact on the global ATM managed services business.
Key Responsibilities
Development
o Business requirements gathering for development requests
o Document operational and technical flows
o Write requirements and user stories
o Create wire-frames
o Assist with Sprint planning, review, and testing
System SME - become a SME for the global ATM services applications
o Prepare training documentation, user manuals, release notes
o Provide demo’s and training to internal and external customer groups
o Support applications that have been customized for ATM managed services
Integration and Implementation support within Brink’s countries
o Business requirements gathering with in-country teams to define custom requirements and configuration
o Prepare and implement configuration
o Requirements gathering for integrations with third-party service providers
o Data preparation for system data loads
o Provide user training
o Testing of development items and supporting internal customers with their UAT
Coordination with other supporting internal Brink’s teams including reporting system integration, production support, product owners, and other support teams
Ensure project and product documentation is complete and available for reference
Minimum Qualifications
Experience working in a service or support team, or operational application development
Minimum 3 years’ experience Agile software development process experience – writing user stories, sprint reviews, sprint planning
Minimum 3 years’ experience working with software development teams and/or external dev vendors
Some Experience working as part of larger project teams (activities contribute to larger and broader project that are not software focused)
Preferred Qualifications
Experience with ATM switching services and/or ATM managed services operations
Experience in a customer facing role
Bachelor’s degree in MIS, Business Administration
Competencies:
Strong consultative, analytical and problem-solving skills
Excellent interpersonal/communication and presentation skills
Must be proactive and have a bias for action
Must have the ability to work independently and manage your own time
Detail oriented with strong organizational skills
Must have a strong customer focus
Must work well within a team
Travel:
Periodic travel required
Brink’s, Incorporated is an Equal Opportunity / Affirmative Action Employer, and is committed to maintaining a drug-free workplace.
About Brink’s
Brink’s is the global leader in security and logistics services, trusted by banks, financial institutions and businesses in both public and private sectors. We deliver the currency of the world to businesses in our communities. We do it because we’re needed. We do it because we’re trusted and valued. We do it because it makes us proud. Brink’s Proud.

What’s Next?
Thank you for considering applying for a job at Brink’s U.S. To be considered for this position, you must complete the entire application process, which includes answering all prescreening questions and providing your eSignature.

Upon completion of the application process, you will receive an email confirming that we have received your application. We will review all candidates and notify you of your status should we deem you fit for a job. Thank you again for your interest in a career at Brink’s U.S. For more information about future career opportunities, join our talent network, Like our Facebook page or Follow us on Twitter.
Brink’s is an equal opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, marital status, protected veteran status, sexual orientation, gender identity, genetic information or history or any other characteristic protected by law. Brink’s is also committed to providing a drug free workplace.
We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.
Start your job application: click Apply Now
Show Less
Report",3.3,5001 to 10000 Employees,1859,Company - Public,Security & Protective,Management & Consulting,$1 to $5 billion (USD)
Business System Analyst,$70.00 - $80.00 Per Hour (Employer est.),DiamondPick4.5 ★,Remote,"Minimum of 6 years overall IT experience: including 3+ years of systems analyst and 2+ years of application development experience
Responsible for assisting the business users and IT develop and assess business requirements and provide design leadership to address impact analysis to process flows, systems impact, and application impact analysis
Experience in JIRA required
Ability to capture and appropriately communicate project business requirements (functional and non-functional requirement)
Gap Analysis - Business Requirements Evaluation vs. Best-in-Class practices
Development of Requirements Traceability Matrix for usage in development and quality assurance
Business Processes Definition – From business objectives to application process definitions
Business Case Development and support of project estimations
Process Definition and Business Transformation
Strong Automotive OEM experience
Experienced in waterfall, iterative, and agile methodologies
Collaborate/communicate with project team and business users as required
Ability to Independently work towards a goal
Ability to work in a relatively ambiguous environment
Strong analytical thinking and attention to detail
Demonstrated capability to work in a high stress, multi-project environment
Job Type: Contract
Salary: $70.00 - $80.00 per hour
Schedule:
8 hour shift
Monday to Friday
Work Location: Remote
Show Less
Report",4.5,1001 to 5000 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
Business Data Analyst,$30.00 - $45.00 Per Hour (Employer est.),BCVS Group inc.5.0 ★,"Leicester, NC","Location: Remote Look For EST or CST based Candidate
Req:
Look for 10+ years of BA/DA profile with wealth management Domain with Cloud Data Stack.
This requirement could be heavy on cloud data engineering, as TBAR is mostly into building enterprise-level data foundations and a common cloud data warehouse for different business teams across the company. So, the ideal candidate should have worked as a BA/DA in cloud data engineering projects within the Wealth Management domain.
Job Type: Full-time
Salary: $30.00 - $45.00 per hour
Experience level:
8 years
Schedule:
8 hour shift
Work Location: Hybrid remote in Leicester, NC 28748
Show Less
Report",5.0,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Business Analyst,$85K - $95K (Employer est.),Unbound4.0 ★,"Charlotte, NC","- Experience in banking domain is a must
- 5+ years of experience in Business Analysis and/ or Requirements documentation
- 3+ years of experience working with clients or stakeholder groups to resolve issues and design solutions
- 2+ years in an environment with heavy data analysis
- Basic SQL Skills; able to create and run SQL scripts using TOAD.
- Exposure to workflow management applications
- Exposure to the Risk and Compliance domains
- 1 year of experience working in an Agile development environment
- Participation in User Acceptance Testing for at least two projects, including test script creation, execution and defect validation.
- Experience working directly with developers to communicate/interpret business requirements
- Ability to explain the logic behind their analysis and express ideas clearly and concisely
- Experience with Microsoft Office suite of products, including Excel, PowerPoint and Word
- Experience with writing documentation in Confluence Wiki
- Experience with JIRA workflow management
- Effective written communication skills, with experience in writing Epics & Stories in an Agile environment as well as HLD, LLD design documents
- Effective verbal communication skills; experience with facilitating meetings with executives, technical personnel and/ or Business SMEs
Job Type: Full-time
Pay: $85,000.00 - $95,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Experience level:
6 years
Schedule:
Monday to Friday
Ability to commute/relocate:
Charlotte, NC 28202: Reliably commute or planning to relocate before starting work (Required)
Experience:
SQL: 1 year (Preferred)
Work Location: In person
Show Less
Report",4.0,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Business Analyst-Remote,$50.00 - $53.00 Per Hour (Employer est.),Aries Solutions4.3 ★,Remote,"Business Analyst-100% Remote
Relevant functional/business process experience - 5 years
Solution design, testing, and implementation experience - 5 years
Applicable application and system configuration experience - 5 years
Production support, system maintenance, upgrades, and enhancement delivery experience -5 years
End user support and documentation experience - 6 years
IT Project experience as project resource or lead - 2 years
Solution design, testing, and implementation experience- 5 years
Data Analysis- 2 years
Required Skills
Strong analytic and problem-solving skills; good working knowledge of SQL and ability to utilize ad-hoc query tools for data investigation / profiling and troubleshooting system issues
Proven ability to work with and influence all levels of leadership to capture / validate requirements and convert into enterprise-wide, highly reliable and scalable technology solutions
Skilled in the utilization of system development methodologies throughout the full project lifecycle.
Ability to identify/define viable technology and process solutions to meet business objectives.
Knowledge/skill to objectively assess benefits, costs, and feasibility of proposed solutions.
Strong oral and written communication skills and can present technical requirements to business partner communities and provide effective end-user training
Ability to lead, influence, and negotiate across a diverse group of stakeholders with conflicting priorities.
Experience creating and updating effective documentation to drive solution development in alignment with business requirements:
System integration specifications
Functional design specifications
Knowledge of effective testing practices and methodologies.
Ability to effectively utilize available tools and resources (internal and external) to resolve issues.
Ability to drive process improvement initiatives.
Ability to coach/mentor less-experienced analysts.
Ability to work effectively in self-directed manner.
Intermediate skills in Microsoft Office applications such as Word, Excel, Visio, and Project.
Job Types: Full-time, Contract
Pay: $50.00 - $53.00 per hour
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Work Location: Remote
Show Less
Report",4.3,1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD)
Business Analyst,$65K - $80K (Employer est.),Cognize Tech Solutions2.0 ★,Remote,"Gather data, analyze, and make recommendations to meet project objectives, prepare client presentations, and assist in pre-call planning
 Maintain client relationships by consulting on customer and competitor strategies, business solutions, and management decisions.
 Create reports and presentations utilizing qualitative analysis regarding companies, markets, and industry trends
 Compile and maintain company profiles and reports
 Conduct weekly client updates on the progress of research both in-person and over the phone
 Stay informed of current business and industry trends relevant to your client's business
 end-to-end delivery of requirements throughout the life-cycle of the project in alignment with the business and/or enterprise needs and strategies.
 Provides leadership and works collaboratively with stakeholders including business, technology and finance partners to support project benefits and chang
Job Types: Full-time, Part-time, Permanent
Salary: $65,000.00 - $80,000.00 per year
Education:
Bachelor's (Required)
Experience:
SQL: 1 year (Required)
Work Location: Remote
Speak with the employer
+91 9007651234
Show Less
Report",2.0,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
