Job Title,Salary Estimate,Company Name,Location,Job Description,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue
Software Engineer II - Machine Learning,-1,Staples3.4 ★,Remote,"Compensation Range : 85,000. - 130,000.
Staples is business to business. You’re what binds us together.
At Staples our Digital Solutions team is more than a traditional IT organization. We are a team of passionate, collaborative, Agile, inventive, customer-centric, results-oriented problem solvers. We are intellectually curious, love advancements in technology and seek to adapt technologies to drive Staples forward. We anticipate the needs of our customers and business partners, and deliver reliable, customer-centric technology services. If you want to be on the front lines, driving one of the greatest technology transformations of the 21st Century, you should join our team!
We enable scalable, efficient, and intelligent order and delivery solutions, and exceptional customer experience through our expertise in business domains and technologies. We are currently taking a platform re-engineering approach to consolidate, modernize, and simplify legacy applications by standardizing interfaces, building micro-services, and/or integrating with 3rd party software that’ll effectively reduce tech debt and vendor footprint, and improve time to market and service levels.
What you’ll be doing:
We are looking for a dedicated machine learning engineer to help reimagine our systems from the ground up. We need talented people to help design the next generation of technology applications. You are hands-on and will be developing predictive algorithms producing high-level architecture designs, building, and operating services at scale. You will be partnering with a team of Software/Data/ML/Applied engineers for building high performing applications that interact with large scale distributed systems.
What you bring to the table:
Instill best practices in development of algorithms, design, build, and maintain systems that deal with streaming big data for analytics and Machine Learning use cases.
Experience in working in teams in a Dev/ML Ops culture.
Participate in all phases of software development including concept, design, prototyping, and production release
Experience with Big Data solutions and knowledge of Machine Learning fundamentals.
Qualifications :
What’s needed- Basic Qualifications
BS in Computer Science, Computer Engineering, Machine Learning or related field (MS/PhD preferred)
2-5 years of professional software engineering experience
Demonstrated success in development and design of large-scale big data systems that perform complex event processing, machine learning and/or data mining
Experience building applications on one or more public Cloud Platform (e.g., Azure, AWS)
Experience designing and implementing highly reliable, fault-tolerant distributed ML applications with focus on ML Operations
What’s needed- Preferred Qualifications
Strong object-oriented programming skills (e.g., Python, Java)
Prior experience with Natural Language Processing (NLP) and Knowledge Graph (e.g., neo4j)
Experience working with RDBMS and NoSQL data stores on-premises and in the Cloud (e.g., SQL Server/Azure, PostgreSQL/Azure, MySQL, Cosmos DB/Azure, Snowflake, Databricks)
Experience working with data processing frameworks (e.g., Spark, Hadoop) a plus
Experience working with different data file processing (e.g., JSON, HTML)
We Offer:
Flexible PTO (22 days) and Holiday Schedule (7 observed paid holidays), Online and Retail Discounts, Company Match 401(k), Physical and Mental Health Wellness programs, and more perks and benefits
Interested in joining the team? Check out our perks and benefits !

Staples believes Inclusion is a verb and we encourage diversity of thinking and ideas as well as backgrounds and experiences. Staples is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other basis protected by federal, state, or local law.
Show Less
Report",3.4,10000+ Employees,1986,Company - Private,Office Supply & Copy Stores,Retail & Wholesale,$10+ billion (USD)
Machine Learning Research Engineer,$135K - $191K (Glassdoor est.),Video.io,"San Francisco, CA","San Francisco | Mountain View | Remote
About the Role
Video.io is looking for passionate software engineers to join us and help contribute to our machine learning platform for video. You will
Build highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning and computer vision technologies.
Collaborate with the teams to create a high performance and robust video product.
Deliver high quality work on schedule.
Qualifications
BS/MS degree in Computer Science or equivalent majors with 2+ years of ML or computer vision experience.
Good understanding of software development principles, capabilities and scalability.
Good understanding of data structures and algorithms.
Good team communication and collaboration skills.
Passion for solving hard productionization challenges.
Show Less
Report",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Staff Software Engineer, Machine Learning",$136K - $192K (Glassdoor est.),Discord3.4 ★,"San Francisco, CA","Discord is about creating a space for everyone to find belonging in their lives. Hundreds of millions of people use Discord every week to have meaningful interactions. The mission of the Personalization team at Discord is to help users connect and engage with the online communities to create this belonging. We are working on enabling our users’ experiences with feed recommendations, smart notifications, and natural language processing (e.g. summarization). We are just starting to build these ML driven user experiences, and if building things from scratch sounds exciting to you, read on! What You'll Do: Build and iterate on new ML-driven products to foster creativity, discovery and engagement on Discord Design and build robust, high-scale low latency machine learning systems that power personalization experience for millions of users every day using stacks like Flink, Feast, Kubernetes Build generalizable infrastructure for retrieval, ranking and NLP, especially using MLOps stacks like Vertex AI, TorchServe. Collaborate with leadership and senior engineers across the team to define the technical vision and build on the technical roadmap for ML systems. Work with Engineering Managers and other Staff Engineers to make decisions for Discord and engineering function as a whole. Mentor the next generation of technical leaders at Discord. What You'll Need: You have a Bachelor's degree or higher in a quantitative field including Computer Science, Physics, Applied Math, Statistics or other quantitative fields You have 10+ years of professional experience as a Machine Learning Engineer, or 7+ years with an advanced degree You have demonstrated in depth experience in recommendation/adsML/search systems; You have defined the modeling, architecture, tooling, and strategy for large-scale, distributed machine learning systems and have successful experience shipping them; You have strong communication skills and the ability to work well cross-functionally. You approach problems with first principles. You are comfortable with ambiguity and get excited about working collaboratively to figure out solutions to complex problems, and then executing on them. You can take a high-level, ambiguous goal and achieve a shippable solution You have a deep understanding of seminal approaches to retrieval and ranking; and you keep up with the industry trends and can assess new technologies that can help us better solve problems. You have a strong product sense, and you’re passionate about applications driven by user feedback and end user experiences The US base salary range for this full-time position is $235,000 to $276,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-relate4d skills, experience, and relevant education or training. Please note that the compensation details listed in US role posting reflect the base salary only, and do not include equity, or benefits.Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!
Show Less
Report",3.4,501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD)
Research Scientist / Research Engineer,$145K - $295K (Employer est.),MosaicML,"San Francisco, CA",-1,3.4,-1,-1,-1,-1,-1,-1
Data Scientist,$88K - $127K (Glassdoor est.),Health Alliance Plan3.8 ★,"Southfield, MI","Responsible for working with business users to fully understand their needs for data science solutions; work with a variety of data sources, both internal and external, as well as structured and unstructured formats, to build analytic models utilizing machine learning techniques; perform deep dive analytics, ad hoc reporting, report automation, fee schedule processing, and dashboard creation/maintenance; partner with the IT group to ensure that the data is sourced from the right location for data science model building; develop ETL pipelines for model training, evaluation and deployment; develop and code data science programs, algorithms, and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; interact with data engineers, business analysts and others to ensure data solutions address full needs; leverage appropriate data science techniques to drive the creation of insights from data; combine data extraction, preparation, and data cleansing with model training and evaluation using Pandas and Alteryx; develop and code data science programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; use GitHub and similar version control system to maintain source code; interpret and communicate insights and findings from analysis and experiments for a multi-department audience using Data Visualization tools including Power BI and Tableau; utilize MS Access, MS Excel, T-SQL, Oracle SQL, Python, R, healthcare data analytics, quantitative statistical analysis, baseline/trend analysis, qualitative statistical analysis and health economics to perform duties; access data from internal databases and sources, including warehoused and pre-modeled data; server as the Tableau Subject Matter Expert (SME); accountable for the development and production support of interactive data visualizations; perform Tableau server administration for users and user groups; refresh scheduling via Server and TSC; develop dynamic websites with Microsoft SharePoint, as well as automatic registration systems with Microsoft Powerplatformp; use advanced knowledge of data warehousing and data mining principles including DataMart design, fact tables, dimension tables, data views and star schema to complete assigned tasks; stay current on data science and analytics tools, techniques, and practices; and work in an Agile/Scrum environment to write clean, reliable, and testable code that supports rapid delivery via CICD and automated deployments.
Location : Detroit, Michigan and multiple undetermined worksites throughout the US
Education: Master’s Degree in Data Analytics, Data Science, Statistics, Applied Mathematics, or in a related field of study (will accept equivalent foreign degree);
Training: None.
Experience: None.
Other Requirements: Must have completed one (1) academic semester of coursework and/or research work that included use of all the following: Python, Oracle SQL, Tableau, Power BI, MS Excel, Alteryx, MS Access, R, quantitative statistical analysis and baseline/trend analysis.
Will also accept any suitable combination of education, training and/or experience.
To apply to this job, click Apply Now
Show Less
Report",3.8,1001 to 5000 Employees,1956,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD)
"Staff Machine Learning Engineer, Ads Measurement",$139K - $191K (Glassdoor est.),Pinterest3.8 ★,"San Francisco, CA","About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
Creating a life you love also means finding a career that celebrates the unique perspectives and experiences that you bring. As you read through the expectations of the position, consider how your skills and experiences may complement the responsibilities of the role. We encourage you to think through your relevant and transferable skills from prior experiences.
Our new progressive work model is called PinFlex, a term that's uniquely Pinterest to describe our flexible approach to living and working. Visit our PinFlex landing page to learn more.
The Ads Measurement Modeling team provides ML-based solutions for maintaining conversion visibility in today’s privacy sensitive environment. The team is at the forefront of ensuring the continued success of Pinterest’s performance advertising business and is focused on building novel, 0 to 1 solutions for the problems in the area.
What you’ll do:
Lead Pinterest’s ML efforts to mitigate the impact of privacy-related changes on conversion visibility
Stay up-to-date on the latest modeling techniques, be a multiplier on the team and contribute towards upleveling team members
Push the state of the art in the recommendation systems area
Work with the Ads ML infra team to improve model training / serving performance and stability
What we’re looking for:
MS or PhD degree in Computer Science, Statistics or related field
Experience in either conversion modeling for ads serving or modeled conversions for ads reporting
6+ years of experience working with large-scale ML systems
2+ years of experience leading 10+ member teams as tech lead
Cross-functional collaborator and strong communicator
This position is not eligible for relocation assistance.
#LI-REMOTE
#LI-REX
At Pinterest we believe the workplace should be equitable, inclusive, and inspiring for every employee. In an effort to provide greater transparency, we are sharing the base salary range for this position. The position is also eligible for equity. Final salary is based on a number of factors including location, travel, relevant prior experience, or particular skills and expertise.
Information regarding the culture at Pinterest and benefits available for this position can be found here.
US based applicants only
$159,000—$278,000 USD
Our Commitment to Diversity:
Pinterest is an equal opportunity employer and makes employment decisions on the basis of merit. We want to have the best qualified people in every job. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic under federal, state, or local law. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you require an accommodation during the job application process, please notify accessibility@pinterest.com for support.

Not Specified
0
Apply Now: click Apply Now
Show Less
Report",3.8,1001 to 5000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$100 to $500 million (USD)
Machine Learning Engineer,-1,Luby Software4.3 ★,United States,"Come with us and become a #Luber

If you love technology we have some exciting news for you: SO DO WE!

Check out our package and the reasons to become a #Luber:
https://drive.google.com/file/d/1BbXpYhkboXQaHHiV0oSVWJij-3GnP_Qi/view?usp=sharing

Responsabilidades e atribuições

What will be your attributions at #Luby?

Designing, developing AI/ML models to meet business and product objectives
Analyzing ML algorithms that could be used to solve a given problem and ranking by their probability of success
Exploring and visualizing data, identifying differences in data distribution that could
potentially affect performance when deployed in production
Verifying data quality and integrity (data cleaning)
Working with data engineering to supervise the data acquisition process if more data is needed or is missing
Finding the necessary data online and/or synthetic data to assist in model training
Defining validation strategies and feature engineering or pre-processing that is required for a given dataset
Training models and tuning their hyperparameters
Analyzing model errors and implementing strategies to overcome them
Deploying models to production

Requisitos e qualificações

Position's Requirements:

Bachelor’s degree from an accredited university or college in computer science or
related field
Minimum 1 to 4 years of relevant experience as a ML Engineer or related field
Proficiency with Python and basic machine learning libraries such as scikit-learn and pandas
Proficiency and/or experience with ML frameworks such as TensorFlow, Keras, PyTorch
Knowledge of machine learning data structures and modeling
Strong mathematical skills, particularly in statistics, to create algorithms
Effective written and verbal communication skills
Availability to work full time
Creative thinking skills to come up with new solutions and approaches
Aptitude and desire to learn, apply, and espouse new technical concepts
Strong problem solving and analytical skills
Must be a self-motivated, creative problem-solver with strong attention to detail

Informações adicionais

Our benefits range:

We hire through ""PJ"" contracts while also offering many benefits (...so you get the best of both worlds \o/):
Fully Remote
Health Care (Regular, Vision and Dental included)
LubyCare (Wellness and Mental Health Program)
Life Insurance
Gympass
Flexible Hours
Bonus per year (80h)
English classes
Program of indication
Multilaser e-commerce discounts - 30% on any purchase on their website, everytime!

A Luby é uma Software House brasileira com sólida presença internacional. Temos mais de 8 anos de atuação no mercado de Bancos e Fintechs americanas, assim como 20 anos de desenvolvimento de soluções digitais para o mercado nacional.

Atualmente, a Luby conta com mais de 260 colaboradores que usam as tecnologias mais atuais do mercado em Squads Multidisciplinares espalhados pelo Brasil.

Aqui, buscamos grandes talentos para fazerem parte da missão Luby de ser A referência técnica no Brasil. Seja em projetos nacionais ou internacionais.
Show Less
Report",4.3,201 to 500 Employees,2002,Contract,Software Development,Information Technology,Unknown / Non-Applicable
Software Engineer – Full Time,$200K - $250K (Employer est.),Citadel Enterprise Americas3.9 ★,"Chicago, IL","Job Description
At Citadel, our engineers work in small teams to turn the best ideas into high-performing and resilient technology. With short development cycles, work rapidly goes into production. As an engineer, you can create systems architectures, develop platforms and build web frameworks. You’ll have access to state-of-the-art tools and apply innovative techniques including distributed computing, natural language processing, machine learning and more.
Your Objectives:
Create technological tools that bring trading strategies to life

Develop high-performance, large data research platforms

Work in small teams to build the future of finance

Your Skills & Talents:
Degree in Computer Science, Computer Engineering or related fields (Bachelor’s, Master’s, PhD)

Exceptional programming and design skills

Strong analytical skills and familiarity with probability and statistics

Ability to communicate effectively in a collaborative, complex and highly technical team environment

Intellectual curiosity and passion for solving challenging problems using technology

Opportunities available in Chicago and New York.
In accordance with New York City’s Pay Transparency Law, the base salary range for this role is $200,000 to $250,000. Base salary does not include other forms of compensation or benefits.
About Citadel
Citadel is one of the world’s leading alternative investment managers. We manage capital on behalf of many of the world’s preeminent private, public and nonprofit institutions. We seek the highest and best use of investor capital in order to deliver market leading results and contribute to broader economic growth. For over 30 years, Citadel has cultivated a culture of learning and collaboration among some of the most talented and accomplished investment professionals, researchers and engineers in the world. Our colleagues are empowered to test their ideas and develop commercial solutions that accelerate their growth and drive real impact.
Start your job application: click Apply Now
Show Less
Report",3.9,1001 to 5000 Employees,1990,Company - Private,Investment & Asset Management,Financial Services,$25 to $100 million (USD)
Data Scientist ML Engineering TMI,-1,MD Anderson Cancer Center4.1 ★,"Houston, TX","The primary purpose of the Data Scientist position is to provide support for research scientists in the development, validation, and deployment of high-quality machine learning as part of the Tumor Measurements Initiative (TMI) . In this role, the candidates will focus on the following areas:

***Ideal candidates will have experience with Azure, and proficiency in cloud-native tools and services such as Azure Arc, Azure ML and Azure Cognitive Compute (or similar).***

Support developing and translating state-of-the-art machine learning algorithms, following best practices and standards.
Oversee the lifecycle of AI models, encompassing training, evaluation, deployment, monitoring, and maintenance of algorithms.
Maintain diligent records of model development experiments, data and model lineage tracking, and create comprehensive model scorecards.
Provide rigorous testing, versioning, and documentation, ensuring impact, risk mitigation, and reproducibility.
Collaboration with ML Ops Engineers to enable rapid experimentation and impact by creating data and ML pipelines, automated testing, rapid deployments, and model monitoring.
Develop and support a culture responsible AI by minimizing bias, enhancing fairness, and maximizing transparency in AI models.
Educate and train research data scientists on ML engineering best practices and responsible AI practices.
Engage with stakeholders to gather requirements, convey AI concepts understandably, incorporate feedback, and ensure sustainable impact.

Technical Expertise
Train and deploy production quality machine learning models regularly
Apply deep learning, computer vision, and generative AI methods.
Design, develop, and maintain scalable data pipelines, feature management, data labeling, ML artifact management, and analytics
Manage data, code, and models (e.g. using Git, HuggingFace, MLFlow, or other tools.)
Work with Docker, Kubernetes, and other containerization technologies
Leverage on-premise, cloud-based, and hybrid computing environments.
Develop and implement methods and tools to quantitatively evaluate bias, fairness, and equity

Analytical Skills
Perform testing, debugging, and code quality checks.
Working with medical imaging data and understanding medical imaging workflows.
Familiarity with healthcare data standards and ontologies, such as DICOM, HL7, FHIR.
Familiarity with healthcare data privacy, such as HIPAA and/or GDPR.

Professionalism: Oral and Written
Gather initial requirements, analyze clinical data, design and develop ML solutions, perform feasibility testing of proposed solutions, evaluate and interpret the results.
Transfer knowledge, expertise, and methodologies by proactively providing technical assistance to researchers and peers.
Concisely and clearly present technical and non-technical and progress updates in project meetings as well as external meetings, workshops, conferences, etc.
Communicate effectively and cooperatively with leaders, peers, end users and support teams when required.

Other duties as assigned

Education Required:
Bachelor's degree in Biomedical Engineering, Electrical Engineering, Computer Engineering, Physics, Applied Mathematics, Science, Engineering, Computer Science, Statistics, Computational Biology, or related field.

Experience Required:
Three years' experience in scientific software development/analysis.
With Master's degree, one years' experience required.
With PhD, no experience required.

Preferred Experience:
Experience with Azure, and proficiency in cloud-native tools and services such as Azure Arc, Azure ML and Azure Cognitive Compute (or similar).

It is the policy of The University of Texas MD Anderson Cancer Center to provide equal employment opportunity without regard to race, color, religion, age, national origin, sex, gender, sexual orientation, gender identity/expression, disability, protected veteran status, genetic information, or any other basis protected by institutional policy or by federal, state or local laws unless such distinction is required by law. http://www.mdanderson.org/about-us/legal-and-policy/legal-statements/eeo-affirmative-action.html

Additional Information
Requisition ID: 160432
Employment Status: Full-Time
Employee Status: Regular
Work Week: Days
Minimum Salary: US Dollar (USD) 84,500
Midpoint Salary: US Dollar (USD) 105,500
Maximum Salary : US Dollar (USD) 126,500
FLSA: exempt and not eligible for overtime pay
Fund Type: Soft
Work Location: Remote (within Texas only)
Pivotal Position: Yes
Referral Bonus Available?: Yes
Relocation Assistance Available?: Yes
Science Jobs: No

#LI-Remote
To apply to this job, click Apply Now
Show Less
Report",4.1,10000+ Employees,1941,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Machine Learning Engineer/Scientist,$109K - $169K (Glassdoor est.),GotIt!4.0 ★,"Burlingame, CA","At Got It, Machine Learning Engineers and Scientists develop cutting edge technology and integrate it into our conversational AI platform. Our engineers and scientists bring fresh ideas from a diverse set of areas, including natural language processing, speech and conversational AI, cloud computing, large-scale system design, security, artificial intelligence, UI design and more. We need our team to be enthusiastic and versatile, display leadership and take on problems across the full stack.
As an ML engineer or a scientist, you would work with a fast paced team on mission critical R&D projects towards specific, and ever evolving, business goals. With your technical expertise, you would manage project priorities, deadlines, and deliverables.
Minimum requirements:
Bachelor’s degree in Computer Science or related field or equivalent practical experience
3 years of software development experience, or 1 year with an advanced degree.
Experience in applied machine learning, NLP or artificial intelligence.
Experience with one or more general purpose programming languages including but not limited to: Python, Java, or C/C++.
Preferred qualifications:
Masters or PhD with specialization in one of the following areas: NLP, Conversational AI or machine learning
3+ years of experience with one or more of the following: natural language processing, conversational AI, speech recognition, text understanding, classification, pattern recognition, recommendation systems, targeting systems, ranking systems or similar
Research Publications
Strong software design and development skills and experience working effectively with science, data processing, and software engineering teams
Excellent written and spoken communication skills
Experience with relevant technologies (e.g., PyTorch, Tensorflow, machine learning libraries)
Entrepreneurial spirit combined with strong architectural and problem solving skills
Show Less
Report",4.0,51 to 200 Employees,2011,Company - Private,Internet & Web Services,Information Technology,Less than $1 million (USD)
Data Science Engineer,-1,Zelis3.8 ★,Remote,"Summary: The Data Science Engineer will work closely with the Business Intelligence, Analytics and Data Engineering & Services teams. This position will lead efforts in providing deep analytical insights from massive complex healthcare datasets and assist in building and maintaining robust data pipelines to garner meaningful insights.
Hiring at locations below:
Atlanta, GA
Boston, MA
Morristown, NJ
St Louis, MO
St Pete, FL
Plano,TX
Essential Duties & Functions:
Leverage huge sets of health care payer and related data to analyze cost and provider network efficiencies to produce innovative solutions and optimize the delivery of our product offerings.
Apply knowledge of statistics, machine learning and data science technologies to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement
Perform deep-dive analyses using SQL & python data science & big data tools to garner actionable
Working with SQL, Python and Apache Spark to perform iterative analysis and integrate into data ETL/pipelines.
Overseeing data functions such as ingestion of structured/unstructured data, transformation, standardization and QA to build robust and automated data pipelines.
Document and maintain robust processes that move large amounts of complex data between multiple data storage systems including text extracts, RDBMS and parquet formats.
Monitoring, reviewing, and analyzing inbound and outbound data.
Proactively identifying issues and trends through data analysis and manipulation.
Presenting findings in reports and utilizing various visualization techniques and tools like Power BI and Python data visualization tools.
Communicating effectively with cross functional teams.
Creating and maintaining code through GitHub repository for change control.
Supporting off-hours data processing and emergency requests
Experience, Qualifications, Knowledge and Skills:
Knowledge of HealthCare Claims, Payer and related data.
Advanced Python skills including popular data science libraries such as Pandas, Numpy, Matplotlib or similar.
Advanced SQL skills.Experience with big data using Spark(Pyspark, Scala) and knowledge of Spark Internals.
Experience with AWS.
Experience with Rust a big plus.
Bachelor’s degree (Statistics, Math, Computer Science, or related field) and a minimum of 2 to 5 years related experience and/or training; or equivalent combination of education and experience as a data engineer/analyst/scientist.
Experience with version control software (Git preferred), agile development experience, and knowledge of design patterns.
Experience working independently, contributing as a member of the team and result driven.
Strong presentation skills to explain and present advanced statistical methods using non-technical language to key business stakeholders.
Physical Demands:
Sedentary work - Exerting up to 10 pounds of force occasionally, and/or a negligible amount of force frequently to lift, carry, push, pull or otherwise move objects in daily work use (laptop, monitors, et. al). Sedentary work involves sitting most of the time. Use of keyboards (typing) and exposure to computer screens occurs daily. Pleasant work environment in office locations with occasional noise or dust.
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
While performing the duties of this job, the employee is regularly required to stand; walk; sit; use hands; reach with hands and arms; think; and talk or hear (multi-channel, two way communication during work hours is required).
As a leading payments company in healthcare, we guide, price, explain, and pay for care on behalf of insurers and their members. We’re Zelis in our pursuit to align the interests of payers, providers, and consumers to deliver a better financial experience and more affordable, transparent care for all. We partner with more than 700 payers, including the top-5 national health plans, BCBS insurers, regional health plans, TPAs and self-insured employers, over 4 million providers, and 100 million members, enabling the healthcare industry to pay for care, with care. Zelis brings adaptive technology, a deeply ingrained service culture, and a comprehensive navigation through adjudication and payment platform to manage the complete payment process.
Commitment to Diversity, Equity, Inclusion, and Belonging
At Zelis, we champion diversity, equity, inclusion, and belonging in all aspects of our operations. We embrace the power of diversity and create an environment where people can bring their authentic and best selves to work. We know that a sense of belonging is key not only to your success at Zelis, but also to your ability to bring your best each day.
Equal Employment Opportunity
Zelis is proud to be an equal opportunity employer. All applicants will receive consideration for employment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
We encourage members of traditionally underrepresented communities to apply, even if you do not believe you 100% fit the qualifications of the position, including women, LGBTQIA people, people of color, and people with disabilities.
Accessibility Support
We are dedicated to ensuring our application process is accessible to all candidates. If you are a qualified individual with a disability or a disabled veteran and require a reasonable accommodation with any part of the application and/or interview process, to request the reasonable accommodation request form, please email TalentAcquisition@zelis.com
SCAM ALERT: There is an active nationwide employment scam which is now using Zelis to garner personal information or financial scams. This site is secure, and any applications made here are with our legitimate partner. If you’re contacted by a Zelis Recruiter, please ensure whomever is contacting you truly represents Zelis Healthcare. We will never asked for the exchange of any money or credit card details during the recruitment process. Please be aware of any suspicious email activity from people who could be pretending to be recruiters or senior professionals at Zelis.
Show Less
Report",3.8,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Staff Applied Machine Learning Engineer,$192K - $260K (Employer est.),Databricks4.5 ★,"San Francisco, CA","Summary
As a Staff Applied ML Engineer on the Data Team, you’ll work on the team that created Dolly LLM to build intelligent systems to democratize AI across a wide range of industries. Our teams work on some of the hardest, most interesting problems facing the business, ranging from designing large-scale distributed AI/ML systems, to optimizing distributed GPU model serving to developing novel modeling methodologies that scale to production use cases.
The Data team also functions as an in-house, production ""customer"" that dog foods Databricks, drives and influences the future direction of the products.
The impact you will have:
Shape the direction of our applied ML areas and intelligence features in our products.
Drive the development and deployment of state-of-the-art AI models and systems that directly impact the capabilities and performance of Databricks' products and services.
Architect and implement robust, scalable ML infrastructure, including data storage, processing, and model serving components, to support seamless integration of AI/ML models into production environments.
Develop novel data collection, fine-tuning, and pre-training strategies that achieve optimal performance on specific tasks and domains.
Design and implement automated ML pipelines for data preprocessing, feature engineering, model training, hyperparameter tuning, and model evaluation, enabling rapid experimentation and iteration.
Implement advanced model compression and optimization techniques to reduce the resource footprint of language models while preserving their performance.
Collaborate with product managers and cross-functional teams to drive technology-first initiatives that enable novel business strategies and product roadmaps.
Contribute to the broader AI community by publishing research, presenting at conferences, and actively participating in open-source projects, enhancing Databricks' reputation as an industry leader.
Mentor and guide junior ML engineers on the team by helping with project planning, technical decisions, and code and document review.
What we look for:
7+ years of machine learning engineering experience in high velocity, high-growth companies
Experience developing AI/ML systems at scale in production or in high-impact research environments.
Strong track record of working with language modeling technologies. This could include the following: Developing generative and embedding techniques, modern model architectures, fine tuning / pre-training datasets, and evaluation benchmarks.
Strong coding and software engineering skills, and familiarity with software engineering principles around testing, code reviews and deployment.
Experience deploying and scaling language models in production; deep understanding of the unique infrastructure challenges posed by training and serving LLMs.
Strong understanding of computer science fundamentals.
Contributions to well-used open-source projects.

Benefits
Comprehensive health coverage including medical, dental, and vision
401(k) Plan
Equity awards
Flexible time off
Paid parental leave
Family Planning
Gym reimbursement
Annual personal development fund
Employee Assistance Program (EAP)
Pay Range Transparency
Databricks is committed to fair and equitable compensation practices. The pay range(s) for this role is listed below and represents base salary range for non-commissionable roles or on-target earnings for commissionable roles. Actual compensation packages are based on several factors that are unique to each candidate, including but not limited to job-related skills, depth of experience, relevant certifications and training, and specific work location. Based on the factors above, Databricks utilizes the full width of the range. The total compensation package for this position may also include eligibility for annual performance bonus, equity, and the benefits listed above. For more information regarding which range your location is in visit our page here.
Local Pay Range
$192,000—$260,000 USD
About Databricks
Databricks is the data and AI company. More than 9,000 organizations worldwide — including Comcast, Condé Nast, and over 50% of the Fortune 500 — rely on the Databricks Lakehouse Platform to unify their data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe. Founded by the original creators of Apache Spark™, Delta Lake and MLflow, Databricks is on a mission to help data teams solve the world’s toughest problems. To learn more, follow Databricks on Twitter, LinkedIn and Facebook.
Our Commitment to Diversity and Inclusion
At Databricks, we are committed to fostering a diverse and inclusive culture where everyone can excel. We take great care to ensure that our hiring practices are inclusive and meet equal employment opportunity standards. Individuals looking for employment at Databricks are considered without regard to age, color, disability, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion, sexual orientation, socio-economic status, veteran status, and other protected characteristics.
Compliance
If access to export-controlled technology or source code is required for performance of job duties, it is within Employer's discretion whether to apply for a U.S. government license for such positions, and Employer may decline to proceed with an applicant on this basis alone.
Apply Now: click Apply Now
Show Less
Report",4.5,1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
