Job Title,Salary Estimate,Company Name,Location,Job Description,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Engineer,$78K - $106K (Glassdoor est.),"World Wide Technology Holding, LLC4.1 ★","Saint Louis, MO","Qualifications:
At least 5 years of experience
Ability to translate a logical data model into a relational or non-relational solution
Hands on experience in setting up end to end cloud based data lakes.
Experience in one scripting language; ie; python, java or scala.
Experience with at least one traditional data warehousing technology (e.g., Teradata, Oracle, SQL Server) and/or modern platforms (e.g., AWS, GCP, Azure)
Expert in one or more of the following ETL tools: SSIS, Azure Data Factory, AWS Glue, Matillion, Talend, Informatica, Fivetran
Experience in SQL scripting, tuning, indexing, partitioning, data access patterns, and scaling strategies

Experience with data integrations and data processing for business intelligence and analytics workloads
Ability to translate complex business problems into data-driven solutions
Experience as a key player in developing an enterprise data warehouse
Ability to identify data quality issues that could affect business outcomes
Flexibility in working across different database technologies and propensity to learn new platforms on-the-fly
Strong interpersonal skills
Team player prepared to lead or support depending on situation
Added bonus experience
Certification in any of the modern ETL tools (e.g. SSIS, Azure Data Factory, AWS Glue, Matillion, Talend, Informatica, Fivetran)
Hands-on ETL development experience with Matillion
The well-being of WWT employees is essential. So, when it comes to our benefits package, WWT has one of the best. We offer the following benefits to all full-time employees:
Health and Wellbeing: Heath, Dental, and Vision Care, Onsite Health Centers, Employee Assistance Program, Wellness program
Financial Benefits: Competitive pay, Profit Sharing, 401k Plan with Company Matching, Life and Disability Insurance, Tuition Reimbursement
Paid Time Off: PTO & Holidays, Parental Leave, Sick Leave, Military Leave, Bereavement
Additional Perks: Nursing Mothers Benefits, Voluntary Legal, Pet Insurance, Employee Discount Program
Diversity, Equity, and Inclusion is more than a commitment at WWT - it is the foundation of what we do. Through diverse networks and pipelines, we have a clear vision: to create a Great Place to Work for All. We believe inclusion includes U. Be who U are at WWT!
Equal Opportunity Employer Minorities/Women/Veterans/Individuals with Disabilities
Locations Include: MO, IL, GA, TX, FL, SC, KY, TN, KS and potentially others
Some WWT customers have a COVID-19 vaccine requirement. In order to work on projects for these customers, employees must be fully vaccinated or have an appropriate religious or medical accommodation.
Requirements:
Why WWT?
Fueled by creativity and ideation, World Wide Technology strives to accelerate our growth and nurture future innovation. From our world class culture, to our generous benefits, to developing cutting edge technology solutions, WWT constantly works towards its mission of creating a profitable growth company that is a great place to work. We encourage our employees to embrace collaboration, get creative and think outside the box when it comes to delivering some of the most advanced technology solutions for our customers.
At a glance, WWT was founded in 1990 in St. Louis, Missouri. We employ over 9,000 individuals and closed nearly $17 Billion in revenue. We have an inclusive culture and believe our core values are the key to company and employee success. WWT is proud to announce that it has been named on the FORTUNE ""100 Best Places to Work For®"" list for the 12th consecutive year!
Want to work with highly motivated individuals that come together to form high performance team? Come join WWT today!
What is the Solutions Consulting & Engineering (SC&E) Team and why join?
Solutions Consulting & Engineering is an organization that is Customer Focused and Solutions Led. We deliver end-to-end (E2E) and emerging solutions to drive customer satisfaction, increase profitability and growth. Our success is enabled by our world-class management consulting, delivery excellence and engineering brilliance. We embody the OneWWT mindset by bringing the right talent at the right time from anywhere within WWT to solve our customer's problems. Our goal is to bring together business acumen with full-stack technical know-how to develop innovative solutions for our clients' most complex challenges.
What will you be doing?
Role Overview: The Data Engineer role requires experience in both traditional warehousing technologies (e.g. Teradata, Oracle, SQL Server) and modern database/data warehouse technologies (e.g., AWS Redshift, Azure Synapse, Google Big Query, Snowflake), as well as expertise in ETL tools and frameworks (e.g. SSIS, Azure Data Factory, AWS Glue, Matillion, Talend), with a focus on how these technologies affect business outcomes. This person should have experience with both on-premise and cloud deployments of these technologies and in transforming data to adhere to logical and physical data models, data architectures, and engineering a dataflow to meet business needs. In this role, the Data Engineer will support engagements such as data lake design, data management, migrations of data warehouses to the cloud, and database security models, and ideally should have experience in a large enterprise in these areas.
Key Responsibilities:
Develop high performance distributed data warehouses, distributed analytic systems and cloud architectures
Participate in developing relational and non-relational data models designed for optimal storage and retrieval
Develop, test, and debug batch and streaming data pipelines (ETL/ELT) to populate databases and object stores from multiple data sources using a variety of scripting languages; provide recommendations to improve data reliability, efficiency and quality
Work along-side data scientists, supporting the development of high-performance algorithms, models and prototypes
Implement data quality metrics, standards, guidelines; automate data quality checks / routines as part of data processing frameworks; validate flow of information
Ensure that Data Warehousing and Big Data systems meet business requirements and industry practices including but not limited to automation of system builds, security requirements, performance requirements and logging/monitoring requirements
Apply Now: click Easy Apply
Show Less
Report",4.1,5001 to 10000 Employees,1990,Company - Private,Computer Hardware Development,Information Technology,$10+ billion (USD)
"Senior / Principal Software Engineer, Data Platform",$140K - $190K (Employer est.),NewLimit,"San Francisco, CA",-1,4.1,-1,-1,-1,-1,-1,-1
Data Science Platform Engineer,-1,"Iodine Software, LLC4.3 ★",Remote,"Data Science Platform Engineer

Company Overview
Iodine is an enterprise AI company that is championing a radical rethink of how to create value for healthcare professionals, leaders, and their organizations: automating complex clinical tasks, generating insights and empowering intelligent care. Powered by the largest set of clinical data and use cases available, our groundbreaking clinical machine-learning engine, Cognitive ML, constantly ingests the patient record to generate real-time, highly focused, predictive insights that clinicians and hospital administrators can leverage to dramatically augment the management of care delivery.

What You’ll Do
Iodine thrives on innovation. We are looking for a Data Science Platform Engineer that will help us build out the platform that supports the training and application of our predictive models and performs deep analysis to extract machine consumable meaning from unstructured clinical documentation. You will be joining a small team that has become one of the top players in our field in just two years. Because we work on the cutting edge of a lot of technologies, we need someone who is a creative problem solver, resourceful in getting things done, and productive working independently or collaboratively. You will be accessing our enormous amount of data to help drive our future innovation.
Work with the rest of the data platform team to design, implement, and test our high-throughput, event-based data pipeline for real-time data processing
Design and build tools and frameworks to develop and enhance our predictive model suite and scalably support real-time predictions in production
Design and implement highly performing and highly scalable applications
Work with other team members to develop a complete and integrated solution
Deliver quality software and documentation on time
Understand and comply with development standards to ensure consistency across the larger development team
Conduct in-depth technical and performance analyses in support of production issue troubleshooting
Monitor and maintain production systems

What You'll Need

Minimum Requirements (Education, certifications and experience):
Bachelor’s degree in Computer Science or related area
3+ years of professional experience writing Java or Python code
Intermediate proficiency with SQL
Experience with CI/CD and automated testing
Comfort working in a Linux environment
Passion for exploring, applying and following the evolution of cutting edge technologies related to AI, machine learning, NLP and large scale data processing
Professional experience with Docker, Kubernetes, relational databases (PostgreSQL preferred), REST API design, and microservices application architectures
Experience with public cloud solutions, such as AWS or Azure
Team player DNA with a positive, self-starter attitude
Attention to detail, highly organized, with an absolute focus on quality of work

Preferred Requirements:
Professional experience with MLOps, Kafka
Familiarity with ClearML, Triton, PyTorch, and TensorFlow
Familiarity with statistics and healthcare domain
Proven expertise in successful large project/build management and execution
Demonstrated ability to manage multiple work streams simultaneously and efficiently

Why should you join Iodine?
This is a unique opportunity to join a close-knit, rapidly growing team and help us improve a key piece of the organization. You will have the opportunity to drive smarter healthcare processes through technology, so hospitals can stay focused on patient care. You will join a passionate and ambitious team, with a proven record of success building multiple companies. Learn more about our company culture on Built In Austin and on our website at www.iodinesoftware.com.

+++++

At Iodine Software, we don’t just accept DIFFERENCE — we celebrate it, we support it, and we flourish on it for the benefit of our employees, our products, and our community. We pride ourselves to be an equal opportunity workplace and are an affirmative action employer.

**You must be currently authorized to work full-time in the United States**
Show Less
Report",4.3,51 to 200 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Azure Data Engineer,$100K - $104K (Employer est.),ProIT Inc.4.9 ★,"Bellevue, WA","Data Engineering experience primarily on Spark. Someone who has worked on Azure cloud with knowledge on Azure DEVOPS (CI/CD & Infrastructure as a code), ADF, ADW & Power BI. Apache Nifi will be good to have.Power BI: Understand business requirements to set functional specifications for reporting applications Build automated reports and dashboards with the help of Power BI reporting tool Be experienced in tools and systems on MS SQL Server BI Stack, including SSRS and TSQL, Power Query, MDX, PowerBI, and DAX Be able to quickly shape data into reporting and analytics solutions Have knowledge of database fundamentals such as multidimensional database design, relational database design, and more Create functional reporting Study, analyze and understand business requirements in context to business intelligence. Design and map data models to shift raw data into meaningful insights. Utilize Power BI to build interactive and visually appealing dashboards and reports. Spot key performance indicators with apt objectives Run DAX queries and functions in Power BI Should have an edge over making DAX queries in Power BI desktop. Developing visual reports, KPI scorecards, and dashboards using Power BI desktop. Connecting data sources, importing data, and transforming data for Business intelligence.
Spark ,Azure DEVOPS (CI/CD & Infrastructure as a code), ADF, ADW & Power
Job Type: Full-time
Pay: $100,154.64 - $104,132.47 per year
Ability to commute/relocate:
Bellevue, WA 98004: Reliably commute or planning to relocate before starting work (Required)
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Work Location: Hybrid remote in Bellevue, WA 98004
Show Less
Report",4.9,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Senior Data Engineer,$107K - $179K (Employer est.),Wizards of the Coast3.2 ★,"Renton, WA","At Wizards of the Coast, we connect people around the world through play and imagination. From our genre-defining games like Magic: The Gathering® and Dungeons & Dragons® to our growing multiverse, we continue to innovate and build new ways to foster friendship and connection. That's where you come in!
As a Senior Data Engineer for Wizards of the Coast, you will be a technical specialist for our scalable cloud data platform! You will work with a team of engineers in an agile work environment to design and develop data pipelines, tools and infrastructure used by our games and products so that they can handle the volume, variety, and velocity of message types and traffic flowing through it.
You'll also be working to deliver performance optimization, virtualization, and other value adds to our data pipes and ecosystem. You will work with a diverse set of product and engineering teams to design and build innovative data systems that exceed industry standards and provide our analysts, data scientists, marketers, and business teams with clear, accurate, and actionable insights.
What You'll Do:
Help design highly scalable, reliable, and performant pipelines to consume, integrate and analyze large volumes of complex data using a variety of outstanding proprietary and open-source platforms and tools.
Collaborate with engineers, producers, business partners and analysts to elicit, translate, and prescribe requirements for their needs.
Work on technical projects to simplify tough problems, touch many moving parts across functional teams and business domains and influence strategic direction.
Stay ahead of the technology curve and make recommendations about technologies to build current and future products.
Supports the progression of technology solutions from conception through release and into live ops.
Follow and Implement processes, procedures, and documentation standards to ensure compliance with internal Technology and Corporate IT regulations.
What You'll Bring:
3+ years of experience with Cloud data Warehouses such as Synapse, Redshift, or Snowflake.
2+ years of experience working with Cloud Technologies.
Proficiency programming in python and SQL.
Experience with data architecture and data modeling.
Excellent problem-solving and troubleshooting skills.
Experience building scalable data pipelines and ETL/ELT processes.
Experience working in a DevOps environment responding to a system with 24x7 uptime.
Experience with data streaming management.
Experience integrating with third-party APIs.
Nice to Have:
Experience with data pipeline integration tools such as Airflow, or other standalone or integrated pipeline toolsets
Familiarity with Kubernetes or other container orchestration.
Experience working with AWS.
Experience with KAFKA.
We are an Equal Opportunity / Affirmative Action Employer
The above is intended to describe the general content of and the requirements for satisfactory performance in this position. It is not to be construed as an exhaustive statement of the duties, responsibilities, or requirements of the position.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. If you are selected to move forward in our application process and need to request an accommodation, please let your recruiter or coordinator know.
In compliance with local law, we are disclosing the compensation range for this role. The range listed is just one component of Wizards of the Coast’s total compensation package for employees. Employees may also be eligible for annual and long-term incentives. In addition, Wizards of the Coast provides a variety of benefits to employees. Here’s a look at what your benefits package may include: Medical, Dental & Vision Insurance, Paid Vacation Time & Holidays, Generous 401(k) match, Paid Parental Leave, Volunteer Program, Employee Giving & Matching Gifts Programs, Tuition Reimbursement, Product Discounts, and more.
Compensation Range
$106,560—$178,800 USD
Show Less
Report",3.2,1001 to 5000 Employees,1999,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$1 to $5 billion (USD)
Sr Data Engineer (10+ Years experience),$70.00 - $80.00 Per Hour (Employer est.),Violet ink4.0 ★,"Dallas, TX",-1,3.2,-1,-1,-1,-1,-1,-1
Sr. Data Engineer,$95K - $115K (Employer est.),Newbold Advisors4.1 ★,"Omaha, NE","Role - Sr. Data Engineer
Location: Dallas, TX (Hybrid)
C2H
SQL, Spark, Analytics, Hadoop, Scala, data pipelines, tableau/PBI, Airflow, Kafka,
Job Description:
Designs, develops, and implements Hadoop eco-system based applications to support business requirements. Follows approved life cycle methodologies, creates design documents, and performs program coding and testing. Resolves technical issues through debugging, research, and investigation.
Required Qualifications –
Option 1: Bachelor’s degree in Computer Science and 4 years' experience in software engineering or related field.
Option 2: 6 years’ experience in software engineering or related field.
Option 3: Master's degree in Computer Science and 2 years' experience in software engineering or related field. 3 years' experience in data engineering, database engineering, business intelligence, or business analytics.
Nice to have soft skills –
7+ years of experience with 3+ years of Big data development experience
Experience in HDFS, Hive, Hive UDF’s, MapReduce, Druid, Spark, Python, Hue, Shell Scripting, Unix.
Demonstrates expertise in writing complex, highly optimized queries across large data sets
Retail experience and knowledge of commercial data is a huge plus
Experience with BI Tool Tableau or Looker is a plus
Main Skills:
strong experience in Scala, Spark, SQL, Python , Tableau , Power BI and more.
Design, develop and build database to power Big Data analytical systems.
Design pipelines from a wide variety of data sources using Spark, SQL, HQL and other
technologies.
Build robust and scalable applications using SQL, Scala/Python and Spark.
Create real time data streaming and processing using Kafka and/or Spark streaming.
Build dashboards using Tableau, Power BI and other reporting tools.
Hybrid role - will need to go into the office 1 - 2 days a week.
Job Type: Contract
Salary: $70.00 - $80.00 per hour
Experience level:
10 years
Schedule:
8 hour shift
Ability to commute/relocate:
Dallas, TX 75204: Reliably commute or planning to relocate before starting work (Required)
Experience:
SQL: 5 years (Preferred)
Work Location: Hybrid remote in Dallas, TX 75204
Show Less
Report",4.0,1 to 50 Employees,2007,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Engineer,$77K - $108K (Glassdoor est.),Union Home Mortgage3.7 ★,"Strongsville, OH","Overview:
The Data Engineer will contribute to the development of enterprise analytics products and data management solutions in support of UHM’s strategic initiatives. Their job is to optimize databases, develop ETL solutions, and manage automatized data flow. The Data Engineer will supervise database content and vouch for data quality. This position will function as a technical leader, making sure that the data architecture under your watch is secure and sustainable. You will work together with other teams on developing various data integration strategies. The Data Engineer will work directly with our IT Data Analytics partners to implement the next generation of data visualization and insights.

At UHM, we understand diversity comes in many different forms. It’s our commitment to improve inclusion in the workplace through programs and policies that establish a positive and inclusive environment where every Partner, regardless of their background, can grow and excel. We value diversity, educate on equity, and create inclusive partner opportunities to ensure that you know #UBelongAtUHM!
Responsibilities:
Work closely with the Enterprise Data Warehouse Manager and Team Leads to implement a modern data and analytics platform.
Lead the design, construction, and implementation of robust, fault tolerant data pipelines to clean, transform and aggregate unorganized and messy data into data products
Determine tools and strategies to deliver solutions that demonstrate effective Business and IT alignment.
Ensure data integrity with data profiling, cleansing, and audits
Ensures enterprise data is structured for ease of use and adheres to data modeling standards and best practices
Provide testing and production support as needed
Maintain a detailed knowledge of research, trends, and innovation in the Data & Analytics technology space. Makes recommendations or offers alternative solutions for the improvement and growth of Enterprise analytic capabilities
Provide guidance and training to other team members in the form of feedback, lunch and learns, and day-to-day mentoring
Other duties may be assigned.
Education & Qualifications:
Bachelor's Degree in Computer Science, Data Analytics, or related field
5+ years of experience architecting, designing, developing, and maintaining large scale cloud data solutions utilizing a mixture of Big Data and Relational database platforms
Proven experience and proficiency with SQL
Experience staging and loading data to an Enterprise Data Warehouse
Knowledge of data integration tools, data governance, and enterprise grade reporting systems
Experience driving technical ideas and communication clearly with technical, as well as not-technical audiences

Union Home Mortgage Corp. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Show Less
Report",3.7,1001 to 5000 Employees,1970,Company - Private,Banking & Lending,Financial Services,$100 to $500 million (USD)
Data Engineer,$120K - $150K (Employer est.),"Pallidus, Inc3.8 ★",Remote,"Pallidus, Inc. is a fast-growing producer of large diameter Silicon Carbide (SiC) wafers for high power and high frequency semiconductor applications in transportation, green energy, telecommunications, and Industrial markets. Pallidus’ M-SiC™ technology delivers step change improvements in SiC quality and cost effectiveness to drive wafer to device yield performance. Pallidus is a high energy, technology driven and innovative startup company looking for like-minded people to join our team.

SCOPE
Pallidus is looking for a Data Engineer to deliver business value through the design and integration of information models that originate from multiple data sources. You will be responsible for expanding and optimizing our data and data pipeline architecture and data flow and collection for cross-functional teams. The Data Engineer will be part of the growing the data science team and be responsible for the day-to-day activities related to the implementation of new services and support for existing services.

RESPONSIBILITIES
Partner with key business stakeholders to create blueprints for data solutions & services that align with overall corporate objectives and support enterprise scale reporting capabilities
Translate simple to complex user requirements into functional and actionable analytics
Provide guidance on architecture, data-store selection, data modeling, and query optimization for existing and future applications
Execute the design, development and support of data solutions including configuration, administration, monitoring, performance tuning, and debugging for efficient data handling & analytical reporting
Ensure an appropriate infrastructure for optimal extraction, transformation, and loading of data from a wide variety of data sources into cloud computing platforms such as Snowflake and Databricks
Support data quality issue resolution while managing SLAs for services owned
Participate in the development lifecycle using Agile / DevOps methodologies and support testing & deployment as part of the full release cycle.
Become an internal subject matter expert on various datasets and support other departments on usage of those datasets
Collaborate with applications teams and business partners to assist in developing data governance framework & data retention policies
REQUIREMENTS
Bachelor's degree in computer science, engineering, or related field of study
Minimum of 5 years of experience in a data engineering role working with diverse data sets ideally with modern data warehousing/data lake technologies
A successful history of ETL manipulating/processing/extracting value from large disconnected and diverse datasets
Comfortable building pipelines with industry best practices to load huge volumes of data into a Data Warehouse
Strong analytic skills related to working with unstructured datasets
Experience with relational SQL and NoSQL databases, and capable of writing complex queries in SQL, spark, pandas, etc.
Knowledge of data modeling, star schema, incremental load
Ability to quickly build effective working relationships across the organization
Solid software engineering skills and advanced knowledge of at least one language, preferably Python. Appreciation of and dedication to clean coding principles is important
Effective communication skills, including the ability to articulate complex technical requirements to business and end-users in a clear and non-technical manner
Must be a US Citizen or be a lawful permanent resident of the U.S. to meet Export Control requirements
Show Less
Report",3.8,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Sr. Data Engineer,-1,MindBoard3.5 ★,Remote,-1,3.8,-1,-1,-1,-1,-1,-1
Senior Data Engineer,$120K - $152K (Employer est.),iSpot.tv4.4 ★,Remote,"Position: Remote Data Engineer
Duration: 24+ Months
Note: Required Travel for Client meeting.
JD:
The Data Engineer will play a key role in the design, development, and deployment of our data platform. The ideal candidate will have a technical background in data engineering and have experience in building and maintaining large-scale data systems. And The Data Engineer will work closely with other teams, such as data science and product development, to understand their data needs and ensure initiatives are driven to completion.
YOU HAVE:
· Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
· At least 6 to 10 years of experience in data engineering.
· Strong programming skills in Python, SQL
· Familiarity with datalakes and warehouses, ETL processes, and data pipelines.
· Knowledge of cloud computing platforms such as GCP (preferred) or AWS
· Strong problem-solving and analytical skills.
· Attention to detail and ability to work well under pressure.
· Good communication and collaboration skills.
· Ability to learn quickly and adapt to new technologies.
· A passion for working with data and technology.
· Design, build, and maintain data pipelines to ensure data is stored, processed, and analyzed efficiently.
· Develop and implement data warehousing and ETL processes.
· Troubleshoot and resolve data-related issues.
· Collaborate with cross-functional teams to ensure data is accessible and usable by stakeholders.
Job Types: Full-time, Contract
Experience level:
10 years
11+ years
Schedule:
Monday to Friday
Experience:
Informatica: 4 years (Preferred)
SQL: 4 years (Preferred)
Data warehouse: 5 years (Preferred)
Data Engineer: 10 years (Preferred)
Shift availability:
Day Shift (Preferred)
Work Location: Remote
Show Less
Report",3.5,1 to 50 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Sr. Azure Data Engineer(Databricks),$80.00 - $100.00 Per Hour (Employer est.),Health,Remote,-1,3.5,-1,-1,-1,-1,-1,-1
Senior Data Engineer (Azure),$93K - $135K (Glassdoor est.),Momentum Consulting4.4 ★,"Miami, FL","Momentum takes pride in establishing a team of highly skilled professionals to deliver IT consulting services to our Fortune 500 clients. We provide successful technology solutions and solve critical business challenges to meet our client’s needs. Our alliances with industry-leading technology organizations have been instrumental to our success and allow us to offer robust solutions that are highly scalable and supportable using the best technologies available.

We are seeking to hire a seasoned Senior Data Engineer to join our team. To succeed in this data engineering position, the cloud engineer should have strong analytical skills and the ability to combine data from different sources. You will use various methods to develop raw data into useful data systems. Data engineer skills also include familiarity with several programming languages and knowledge of learning machine methods. Overall, you’ll strive for efficiency by aligning data systems with business goals.

About the job:
Responsible for the development and management of a Microsoft Azure cloud data platform leveraging Azure Data Lake Storage Gen2, Azure Synapse Analytics, and Azure Data Factory
Create and maintain optimal data pipeline architecture
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader
Work with data and analytics experts to strive for greater functionality in our data systems.

About You:
Bachelor’s Degree in Computer Science or a related discipline
Minimum of 5-7 years of data warehousing, data lifecycle management, and computer programming experience
MS Azure: Azure Data Lake Store, Azure Synapse
Azure Data Factory/SSIS or related tool
Business visualization tools, Semantic Layer – Views and Dimensional Modeling – Power BI knowledge is a plus
Experience in database design and data modeling
Experience with structured query language (SQL)
Strong learning orientation and curiosity; comfortable learning new systems/software applications
Strong analytical thinking skills and problem-solving skills
Solid written and oral communication skills
Strong proficiency in Python with an emphasis in building data pipelines
Knowledge of scheduling, logging, monitoring and alert frameworks
Knowledge of Data infrastructure

About us:
Recently honored for the eleventh consecutive year as one of the “Top 10 Best Places to Work” by the South Florida Business Journal. We offer a great working environment and provide our team members with the opportunity to enhance and expand their professional development. Come join our team and take part in our excellent compensation package that includes a competitive salary, health benefits, and a 401K plan. We look forward to hearing from you!

Momentum Consulting offers a great working environment and provide our team members with the opportunity to enhance and expand their professional development. Come join our team and take part in our excellent compensation package that includes competitive salary, health benefits, and a 401K plan. We look forward to hearing from you!

Momentum Consulting Corp. is an Equal Opportunity Employer.
Show Less
Report",4.4,51 to 200 Employees,1994,Private Practice / Firm,Business Consulting,Management & Consulting,$25 to $100 million (USD)
Expert Data Engineer (Remote),$82K - $119K (Glassdoor est.),Experian4.2 ★,"Costa Mesa, CA","Company Description

Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been named in the 100 “World’s Most Innovative Companies” by Forbes Magazine. Experian Consumer Information Services is redefining the way our clients do business within all aspects of the customer credit lifecycle. Fueled by best-in-class data and innovative technology we help businesses make smarter decisions, identify consumers, make decisions on loans, market to prospects and collect.

Job Description

We are looking for an Expert ETL Data Engineer who will be responsible for building data pipelines, data warehouse solutions, and analytics processing tools to democratize data.
About us, but we’ll be brief
Experian is the world’s leading global information services company, unlocking the power of data to create more opportunities for consumers, businesses and society. We are thrilled to share that FORTUNE has named Experian one of the 100 Best Companies to work for. In addition, for the last five years we’ve been named in the 100 “World’s Most Innovative Companies” by Forbes Magazine.
This position will be supporting the Experian Consumer Services - a passionate and innovative team with a mission to provide Financial Power to All™. Our portfolio offers credit education and identity protection solutions to consumers and helps businesses manage the impact of a data breach.
What you’ll be doing
Design and develop foundational components of the BI platform which includes Data Engineering, Data Quality, and Data Catalog framework.
Partnering with Program Managers, Subject Matter Experts, Architects, Engineers, and Data Scientists across the organization where appropriate to understand customer requirements, design prototypes, and optimize existing data services/products.
Design and maintain data warehouse solutions that allow for large-scale analytics processing.
Build scalable ETL data pipelines, ingesting high volume of data from internal and external sources.
Build and maintain Data Engineering solutions that support self-service BI Platform, partnering with BI Engineers to deliver end to end solutions.
Work closely with product teams to understand business success criteria, translate business needs into technical requirements, worked with other Data Engineers and enable project success.
Ability to develop high-performing data engineering team with an inspiring leadership style.
Curious, detail oriented, and highly motivated self-starter. Able to work independently and with the team to formulate innovative solutions
Troubleshoot and resolve data, system, and performance issues.
Participant in production support on-call rotation
#LI-REMOTE

Qualifications

What your background looks like
Minimum 10 years of experience in Data Engineering development and support
5 years of experience within big data domain
5 years of experience in Python scripting
5 years of experience with AWS ecosystem (Redshift, EMR, MWAA, S3, etc.)
2 years of experience with BI tools such as Tableau, Alteryx
5 years of experience in Agile development methodology
Excellent communication skills
Ability to understand complex metrics and translate business requirements to technical requirements
Ability to multitask and prioritize an evolving workload in a fast pace environment.
Proven track record of leading large-scale project
Education: BS degree or higher in computer science or related fields

Additional Information

All your information will be kept confidential according to EEO guidelines.
Our compensation reflects the cost of labor across several U.S. geographic markets. The base pay range for this position is listed above. Within this range, individual pay is determined by work location and additional factors such as job-related skills, experience and education. This position is also eligible for a variable pay opportunity and a comprehensive benefits package which includes health, life and disability insurance, generous paid time off including paid parental and family care leave, an employee stock purchase plan and a 401(k) plan with a company match.
Experian is proud to be an Equal Opportunity and Affirmative Action employer. We’re passionate about unlocking the power of data to transform lives and create opportunities for consumers, businesses, and society. For more than 125 years, we’ve helped people and economies flourish – and we’re not done.
We take our people’s agenda very seriously. We focus on what truly matters; diversity and inclusion, work/life balance, flexible working, development, collaboration, wellness, reward & recognition, volunteering, making an impact... the list goes on. See our DEI work in action!
The power of YOU. We are building a culture where everyone is comfortable bringing their whole self to work. A place where we not only respect our differences and values but celebrate them in a positive and supportive environment.
Find out what is like to work for Experian and discover the Unexpected!
Apply Now: click Easy Apply
Show Less
Report",4.2,10000+ Employees,1980,Company - Public,Business Consulting,Management & Consulting,$5 to $10 billion (USD)
Senior Data Engineer,$43.96 - $70.65 Per Hour (Employer est.),DiamondPick4.5 ★,"Edison, NJ","Hi ,
Greetings from Diamond pick inc.
We are currently looking for the below position for one of our clients... Please let me know your interest along with your updated resume ASAP..
Role:Data engineer
Location: Berkley Heights, NJ(Onsite)(locals only)
9+ years of experience is must
Description
Skills: strong Java,Azure,Spark & sql
Company Description:
Apexon is a digital-first technology services firm backed by Goldman Sachs Asset Management and Everstone Capital. We specialize in accelerating business transformation and delivering human-centric digital experiences. For over 17 years, Apexon has been meeting customers wherever they are in the digital lifecycle and helping them outperform their competition through speed and innovation.
RESPONSIBILITIES
Basic Qualifications for consideration:
5+ Overall industry experience
3+ years' experience with building large scale big data applications development
Bachelors in Computer Science or related field
Provide technical leadership in developing data solutions and building frameworks
Experience building Data Lake, data applications and micro-services using Azure, AWS and Hands-on experience in cloud Data stack (preference is Azure)
Hands-on experience with Springboot framework, MVC architecture, Hibernate, API creation, Restful services, SOAP using Java
Java experience with OOPS concepts, multithreading
Experience deploying code on containers
Hands on experience with leveraging CI/CD to rapidly build & test application code
Conduct code reviews and strive for improvement in software engineering quality
Review data architecture and develop detailed implementation design
Hands-on experience in production rollout and infrastructure configuration
Demonstrable experience of successfully delivering big data projects using Kafka, Spark
Experience working on NoSQL Databases such as Cassandra, HBase, DynamoDB, and Elastic Search
Experience working with PCI Data and working with data scientists is a plus
In depth knowledge of design principles and patterns
Able to tune big data solutions to improve performance
QualificationsBachelor's Degree in Computer Science or Computer Engineering is required
Job Type: Contract
Salary: $43.96 - $70.65 per hour
Ability to commute/relocate:
Edison, NJ 08817: Reliably commute or planning to relocate before starting work (Required)
Experience:
SQL (Required)
Java (Required)
Azure (Required)
Work Location: In person
Show Less
Report",4.5,1001 to 5000 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable
